comments,sentiment_keyword_json,sentiment,emotion
"Best part about the movie, it came out on my birthday and at night we saw the movie. Very good way to end my 13 birthday","{'usage': {'text_units': 1, 'text_characters': 120, 'features': 2}, 'sentiment': {'document': {'score': 0.97736, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.036303, 'joy': 0.909098, 'fear': 0.026414, 'disgust': 0.016966, 'anger': 0.008689}}}}",positive,joy
Lets give them respect for actually listening to their community,"{'usage': {'text_units': 1, 'text_characters': 64, 'features': 2}, 'sentiment': {'document': {'score': 0.816547, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.063914, 'joy': 0.678068, 'fear': 0.009648, 'disgust': 0.115829, 'anger': 0.168695}}}}",positive,joy
Ngl this movie was actually good,"{'usage': {'text_units': 1, 'text_characters': 32, 'features': 2}, 'sentiment': {'document': {'score': 0.885663, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.057564, 'joy': 0.803005, 'fear': 0.044183, 'disgust': 0.025654, 'anger': 0.047753}}}}",positive,joy
"""How could something so adorable be so terrible?""  was a reference to the old design but i didn't think he was terrible but I am glad about the change","{'usage': {'text_units': 1, 'text_characters': 150, 'features': 2}, 'sentiment': {'document': {'score': -0.697436, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.214519, 'joy': 0.216004, 'fear': 0.233595, 'disgust': 0.311254, 'anger': 0.069995}}}}",negative,disgust
It’s been official one year since the release of this movie,"{'usage': {'text_units': 1, 'text_characters': 59, 'features': 2}, 'sentiment': {'document': {'score': -0.834116, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.284221, 'joy': 0.314833, 'fear': 0.107894, 'disgust': 0.130835, 'anger': 0.132358}}}}",negative,joy
"“Did you make Sonic better”
“Yes”
“What did it cost”
“Gangsta’s paradise”","{'usage': {'text_units': 1, 'text_characters': 73, 'features': 2}, 'sentiment': {'document': {'score': 0.581955, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.034424, 'joy': 0.57017, 'fear': 0.01516, 'disgust': 0.023329, 'anger': 0.081278}}}}",positive,joy
"Who here watching this on the 1 year anniversary? I can't believe it's been a year since this was released and who's assists excited for Sonic the Hedgehog 2, in 2022?","{'usage': {'text_units': 1, 'text_characters': 167, 'features': 2}, 'sentiment': {'document': {'score': -0.280983, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.062072, 'joy': 0.826285, 'fear': 0.011437, 'disgust': 0.027085, 'anger': 0.02065}}}}",negative,joy
This is literally the best movie based off of a game character,"{'usage': {'text_units': 1, 'text_characters': 62, 'features': 2}, 'sentiment': {'document': {'score': 0.856962, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.108685, 'joy': 0.525036, 'fear': 0.027914, 'disgust': 0.079615, 'anger': 0.034229}}}}",positive,joy
Only good thing from 2020,"{'usage': {'text_units': 1, 'text_characters': 25, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.037209, 'joy': 0.82014, 'fear': 0.055197, 'disgust': 0.046282, 'anger': 0.031038}}}}",neutral,joy
This movie has been out for an entire year! Man time flies. Also happy Valentine’s Day to everyone!,"{'usage': {'text_units': 1, 'text_characters': 99, 'features': 2}, 'sentiment': {'document': {'score': 0.955958, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.092664, 'joy': 0.830326, 'fear': 0.025536, 'disgust': 0.045924, 'anger': 0.019504}}}}",positive,joy
"2019: *THEY MESSED UP MY FAVORITE VIDEO GAME CHARACTER*

2020: *THEY MASTERED MY FAVORITE VIDEO GAME CHARACTER*","{'usage': {'text_units': 1, 'text_characters': 111, 'features': 2}, 'sentiment': {'document': {'score': 0.451566, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.028275, 'joy': 0.413123, 'fear': 0.01173, 'disgust': 0.1144, 'anger': 0.218908}}}}",positive,joy
one year ago today! i remember watching this trailer one million times. i still recite it all the time,"{'usage': {'text_units': 1, 'text_characters': 102, 'features': 2}, 'sentiment': {'document': {'score': 0.452309, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.373998, 'joy': 0.416633, 'fear': 0.185889, 'disgust': 0.039545, 'anger': 0.032734}}}}",positive,joy
I’m here after seeing the title announcement for the sequel!,"{'usage': {'text_units': 1, 'text_characters': 60, 'features': 2}, 'sentiment': {'document': {'score': -0.379457, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.124281, 'joy': 0.107518, 'fear': 0.111785, 'disgust': 0.021235, 'anger': 0.095884}}}}",negative,sadness
"Seriously, I want this cover song they used for the trailer.","{'usage': {'text_units': 1, 'text_characters': 60, 'features': 2}, 'sentiment': {'document': {'score': -0.321827, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.20298, 'joy': 0.141193, 'fear': 0.273153, 'disgust': 0.328239, 'anger': 0.209818}}}}",negative,disgust
Cant wait for the sequel,"{'usage': {'text_units': 1, 'text_characters': 24, 'features': 2}, 'sentiment': {'document': {'score': 0.67265, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.148831, 'joy': 0.181754, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}}}",positive,joy
"2019: This is the worst Sonic they could've ever made.
2020: Did *I* say that?","{'usage': {'text_units': 1, 'text_characters': 78, 'features': 2}, 'sentiment': {'document': {'score': -0.951906, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.441088, 'joy': 0.114687, 'fear': 0.158433, 'disgust': 0.199832, 'anger': 0.202643}}}}",negative,sadness
this is already a year old.,"{'usage': {'text_units': 1, 'text_characters': 27, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.605728, 'joy': 0.082393, 'fear': 0.072988, 'disgust': 0.340255, 'anger': 0.104813}}}}",neutral,sadness
This movie was unironically amazing.,"{'usage': {'text_units': 1, 'text_characters': 36, 'features': 2}, 'sentiment': {'document': {'score': 0.949899, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.140067, 'joy': 0.459324, 'fear': 0.061558, 'disgust': 0.058828, 'anger': 0.0524}}}}",positive,joy
Jim Carrey Was perfect as Dr Robotnik And I was glad James Marsden Was in the movie because it reminded Me of HOP.,"{'usage': {'text_units': 1, 'text_characters': 114, 'features': 2}, 'sentiment': {'document': {'score': 0.96255, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.069926, 'joy': 0.860705, 'fear': 0.007245, 'disgust': 0.010931, 'anger': 0.005665}}}}",positive,joy
Who’s here when they announced the sequel title lol,"{'usage': {'text_units': 1, 'text_characters': 51, 'features': 2}, 'sentiment': {'document': {'score': 0.4916, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.16019, 'joy': 0.70941, 'fear': 0.058575, 'disgust': 0.022199, 'anger': 0.043012}}}}",positive,joy
"So, to clarify: Sonic is no longer living in a gangster's paradise?","{'usage': {'text_units': 1, 'text_characters': 67, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.023745, 'joy': 0.145717, 'fear': 0.051647, 'disgust': 0.094137, 'anger': 0.061227}}}}",neutral,joy
"well we're all here for the sequel, RIGHT?/
bueno, todos estamos aquí por la secuela, VERDAD","{'usage': {'text_units': 1, 'text_characters': 92, 'features': 2}, 'sentiment': {'document': {'score': 0.608257, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.070549, 'joy': 0.299972, 'fear': 0.058822, 'disgust': 0.047195, 'anger': 0.089005}}}}",positive,joy
This was a really good movie.,"{'usage': {'text_units': 1, 'text_characters': 29, 'features': 2}, 'sentiment': {'document': {'score': 0.907693, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.052997, 'joy': 0.849849, 'fear': 0.047796, 'disgust': 0.011918, 'anger': 0.041091}}}}",positive,joy
"The transition from the music to the logo, is still freaking cool","{'usage': {'text_units': 1, 'text_characters': 65, 'features': 2}, 'sentiment': {'document': {'score': 0.768968, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.069768, 'joy': 0.701275, 'fear': 0.125066, 'disgust': 0.054291, 'anger': 0.114005}}}}",positive,joy
"Happy one year anniversary, Sonic Movie trailer!","{'usage': {'text_units': 1, 'text_characters': 48, 'features': 2}, 'sentiment': {'document': {'score': 0.9552, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.041947, 'joy': 0.872851, 'fear': 0.026793, 'disgust': 0.016153, 'anger': 0.012464}}}}",positive,joy
"""For the first time in human history, petitions did something"" 🤣🤣","{'usage': {'text_units': 1, 'text_characters': 65, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.163621, 'joy': 0.502222, 'fear': 0.09202, 'disgust': 0.152998, 'anger': 0.090413}}}}",neutral,joy
"Honestly, I feel like Jim Carrey is a pretty good fit. He reminds me of the Eggman from Sonic Boom.","{'usage': {'text_units': 1, 'text_characters': 99, 'features': 2}, 'sentiment': {'document': {'score': 0.960674, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.133938, 'joy': 0.816973, 'fear': 0.009851, 'disgust': 0.021121, 'anger': 0.016066}}}}",positive,joy
"The film looks like fun now, I'm actually gonna get tickets to see it.","{'usage': {'text_units': 1, 'text_characters': 70, 'features': 2}, 'sentiment': {'document': {'score': 0.923251, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.10948, 'joy': 0.702715, 'fear': 0.066908, 'disgust': 0.037532, 'anger': 0.091322}}}}",positive,joy
This is the most Jim Carrey I've seen Jim Carrey be in YEARS.,"{'usage': {'text_units': 1, 'text_characters': 61, 'features': 2}, 'sentiment': {'document': {'score': -0.438639, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.202354, 'joy': 0.20811, 'fear': 0.009498, 'disgust': 0.181316, 'anger': 0.103826}}}}",negative,joy
"The design is great now...
but this trailer made the whole film look great. 

Is it bad that I want to go and see this?","{'usage': {'text_units': 1, 'text_characters': 119, 'features': 2}, 'sentiment': {'document': {'score': 0.481247, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.064654, 'joy': 0.615239, 'fear': 0.316591, 'disgust': 0.065459, 'anger': 0.027045}}}}",positive,joy
"fans: ""How are you not dead!?""
Movie: ""I have no idea!""","{'usage': {'text_units': 1, 'text_characters': 55, 'features': 2}, 'sentiment': {'document': {'score': -0.881465, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.08787, 'joy': 0.389921, 'fear': 0.005418, 'disgust': 0.536287, 'anger': 0.064012}}}}",negative,disgust
I’m happy to see Jim Carrey back on the big screen,"{'usage': {'text_units': 1, 'text_characters': 50, 'features': 2}, 'sentiment': {'document': {'score': 0.888889, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.109426, 'joy': 0.745463, 'fear': 0.007428, 'disgust': 0.035106, 'anger': 0.023308}}}}",positive,joy
"I actually like how they gave him a white stripe of fur between his eyes, which makes more sense than a giant single eye with two pupils. I don't even mind his arms being blue.","{'usage': {'text_units': 1, 'text_characters': 176, 'features': 2}, 'sentiment': {'document': {'score': 0.310958, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.426629, 'joy': 0.373583, 'fear': 0.136176, 'disgust': 0.034858, 'anger': 0.074095}}}}",positive,sadness
"Could you imagine Jim going all ""FIRE ALL THE DRONES NOW!"" or ""I HATE THAT HEDGEHOG!"" during the final showdown?","{'usage': {'text_units': 1, 'text_characters': 112, 'features': 2}, 'sentiment': {'document': {'score': -0.886467, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.202138, 'joy': 0.019716, 'fear': 0.110545, 'disgust': 0.273783, 'anger': 0.722392}}}}",negative,anger
Jim Carrey dancing is everyone when we see the new design,"{'usage': {'text_units': 1, 'text_characters': 57, 'features': 2}, 'sentiment': {'document': {'score': 0.569438, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.06107, 'joy': 0.730237, 'fear': 0.021401, 'disgust': 0.039147, 'anger': 0.066464}}}}",positive,joy
"With this coming out after Detective Pikachu, it seems like a Super Smash Bros Cinematic Universe lol","{'usage': {'text_units': 1, 'text_characters': 101, 'features': 2}, 'sentiment': {'document': {'score': 0.653533, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.387536, 'joy': 0.293562, 'fear': 0.034016, 'disgust': 0.047092, 'anger': 0.372991}}}}",positive,sadness
Sakurai gonna show up after the credits with an eye patch,"{'usage': {'text_units': 1, 'text_characters': 57, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.431642, 'joy': 0.10038, 'fear': 0.221822, 'disgust': 0.033716, 'anger': 0.045518}}}}",neutral,sadness
"Sonic 2019: Unholy demon 
Sonic 2020: Finds Jesus","{'usage': {'text_units': 1, 'text_characters': 49, 'features': 2}, 'sentiment': {'document': {'score': -0.650216, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.228343, 'joy': 0.167905, 'fear': 0.175596, 'disgust': 0.059333, 'anger': 0.107748}}}}",negative,sadness
"sonic fans: ""you should have aimed for the head""
Paramount: *aims for the head*","{'usage': {'text_units': 1, 'text_characters': 79, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.106451, 'joy': 0.108689, 'fear': 0.068376, 'disgust': 0.159527, 'anger': 0.035823}}}}",neutral,disgust
"After the End Credits: 
Mysterious figure :- ""Sonic the Hedgehog, you think your the only Hero in the Universe your just part of a bigger one, you just don't know it yet.""
Sonic :- Who are you?
Palutena steps out from the shadows:- ""I want to talk you about Smash bros Initiative.""","{'usage': {'text_units': 1, 'text_characters': 281, 'features': 2}, 'sentiment': {'document': {'score': 0.289062, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.352794, 'joy': 0.111577, 'fear': 0.174883, 'disgust': 0.027757, 'anger': 0.179814}}}}",positive,sadness
"""This one's cute. Let's keep 'em."" 
My feelings in a nutshell about the redesign X3","{'usage': {'text_units': 1, 'text_characters': 83, 'features': 2}, 'sentiment': {'document': {'score': 0.854701, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.183721, 'joy': 0.653669, 'fear': 0.069843, 'disgust': 0.02913, 'anger': 0.086274}}}}",positive,joy
This actually got me kinda hyped,"{'usage': {'text_units': 1, 'text_characters': 32, 'features': 2}, 'sentiment': {'document': {'score': 0.552292, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.259974, 'joy': 0.220756, 'fear': 0.122836, 'disgust': 0.13567, 'anger': 0.302536}}}}",positive,anger
"The _Peter Principle_ states ""The best way to get the right answer on the internet is not to ask a question, but to post the wrong answer.""  And that's what the first trailer was; the wrong answer.","{'usage': {'text_units': 1, 'text_characters': 197, 'features': 2}, 'sentiment': {'document': {'score': -0.769809, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.215469, 'joy': 0.160722, 'fear': 0.269919, 'disgust': 0.141657, 'anger': 0.415863}}}}",negative,anger
